id,lat,lon,time,pw,pw_era5,zwd
AGGO00ARG,-34.873714,-58.139866,03-09-2023 13:00,29.85,30.78,2.4984
AGGO00ARG,-34.873714,-58.139866,03-09-2023 14:00,28.96,31.37,2.4926
AGGO00ARG,-34.873714,-58.139866,03-09-2023 15:00,30.28,31.54,2.4986
AGGO00ARG,-34.873714,-58.139866,03-09-2023 16:00,30.49,32.52,2.4985
AGGO00ARG,-34.873714,-58.139866,03-09-2023 17:00,32.03,32.98,2.506
AGGO00ARG,-34.873714,-58.139866,03-09-2023 18:00,32.87,33.16,2.5107
AGGO00ARG,-34.873714,-58.139866,03-09-2023 19:00,33.24,33.21,2.5136
AGGO00ARG,-34.873714,-58.139866,03-09-2023 20:00,30.84,32.92,2.4985
AGGO00ARG,-34.873714,-58.139866,03-09-2023 21:00,30.59,32.46,2.4978
ANTC00CHL,-37.338703,-71.53205,01-09-2023 00:00,6.3,9.68,2.1685
ANTC00CHL,-37.338703,-71.53205,01-09-2023 01:00,6.1,8.06,2.1675
ANTC00CHL,-37.338703,-71.53205,01-09-2023 02:00,6.11,7.1,2.1686
ANTC00CHL,-37.338703,-71.53205,01-09-2023 03:00,7.44,6.82,2.1767
ANTC00CHL,-37.338703,-71.53205,01-09-2023 04:00,8.99,6.88,2.1866
ANTC00CHL,-37.338703,-71.53205,01-09-2023 05:00,8.94,7.49,2.1866
ANTC00CHL,-37.338703,-71.53205,01-09-2023 06:00,8.58,8.35,2.1839
ANTC00CHL,-37.338703,-71.53205,01-09-2023 07:00,8.68,9.16,2.1845
ANTC00CHL,-37.338703,-71.53205,01-09-2023 08:00,10.13,9.89,2.1935
ANTC00CHL,-37.338703,-71.53205,01-09-2023 09:00,10.27,10.4,2.1934
ANTC00CHL,-37.338703,-71.53205,01-09-2023 10:00,9.72,11.63,2.1905
ANTC00CHL,-37.338703,-71.53205,01-09-2023 11:00,12.35,12.35,2.2079
ANTC00CHL,-37.338703,-71.53205,01-09-2023 12:00,12.79,12.34,2.2105
ANTC00CHL,-37.338703,-71.53205,01-09-2023 13:00,14.3,12.67,2.2223
ANTC00CHL,-37.338703,-71.53205,01-09-2023 14:00,14.72,13.26,2.2261
ANTC00CHL,-37.338703,-71.53205,01-09-2023 15:00,14.97,13.53,2.2283
ANTC00CHL,-37.338703,-71.53205,01-09-2023 16:00,14.66,13.63,2.2261
ANTC00CHL,-37.338703,-71.53205,01-09-2023 17:00,14.37,13.67,2.2233
ANTC00CHL,-37.338703,-71.53205,01-09-2023 18:00,14.01,13.69,2.2202
ANTC00CHL,-37.338703,-71.53205,01-09-2023 19:00,14.25,13.56,2.2214
ANTC00CHL,-37.338703,-71.53205,01-09-2023 20:00,13.73,13.33,2.2184
ANTC00CHL,-37.338703,-71.53205,01-09-2023 21:00,12.58,13.19,2.212
ANTC00CHL,-37.338703,-71.53205,01-09-2023 22:00,13.11,12.85,2.2162
ANTC00CHL,-37.338703,-71.53205,01-09-2023 23:00,14.46,12.97,2.2266
ANTC00CHL,-37.338703,-71.53205,02-09-2023 00:00,14.41,13.14,2.2265
ANTC00CHL,-37.338703,-71.53205,02-09-2023 01:00,13.63,13.28,2.2217
ANTC00CHL,-37.338703,-71.53205,02-09-2023 02:00,13.4,13.49,2.2199
ANTC00CHL,-37.338703,-71.53205,02-09-2023 03:00,14.0,13.69,2.2236
ANTC00CHL,-37.338703,-71.53205,02-09-2023 04:00,14.72,13.88,2.2272
ANTC00CHL,-37.338703,-71.53205,02-09-2023 05:00,14.36,14.19,2.2241
ANTC00CHL,-37.338703,-71.53205,02-09-2023 06:00,14.71,14.44,2.2256
ANTC00CHL,-37.338703,-71.53205,02-09-2023 07:00,14.42,14.67,2.2215
ANTC00CHL,-37.338703,-71.53205,02-09-2023 08:00,14.47,14.92,2.2208
ANTC00CHL,-37.338703,-71.53205,02-09-2023 09:00,14.64,15.12,2.2206
ANTC00CHL,-37.338703,-71.53205,02-09-2023 10:00,14.34,15.33,2.2185
ANTC00CHL,-37.338703,-71.53205,02-09-2023 11:00,15.09,15.48,2.2234
ANTC00CHL,-37.338703,-71.53205,02-09-2023 12:00,15.96,15.57,2.2294
ANTC00CHL,-37.338703,-71.53205,02-09-2023 13:00,15.77,15.72,2.2285
ANTC00CHL,-37.338703,-71.53205,02-09-2023 14:00,15.28,15.77,2.2254
ANTC00CHL,-37.338703,-71.53205,02-09-2023 15:00,15.09,15.85,2.2241
ANTC00CHL,-37.338703,-71.53205,02-09-2023 16:00,14.82,15.9,2.2221
ANTC00CHL,-37.338703,-71.53205,02-09-2023 17:00,15.08,15.91,2.2225
ANTC00CHL,-37.338703,-71.53205,02-09-2023 18:00,15.01,16.02,2.222
ANTC00CHL,-37.338703,-71.53205,02-09-2023 19:00,15.15,16.05,2.2216
ANTC00CHL,-37.338703,-71.53205,02-09-2023 20:00,15.31,16.01,2.2229
ANTC00CHL,-37.338703,-71.53205,02-09-2023 21:00,14.73,15.9,2.2195
ANTC00CHL,-37.338703,-71.53205,02-09-2023 22:00,15.06,15.46,2.223
ANTC00CHL,-37.338703,-71.53205,02-09-2023 23:00,15.79,15.44,2.2283
ANTC00CHL,-37.338703,-71.53205,03-09-2023 00:00,15.66,15.42,2.2286
ANTC00CHL,-37.338703,-71.53205,03-09-2023 01:00,14.97,15.37,2.224
ANTC00CHL,-37.338703,-71.53205,03-09-2023 02:00,14.92,15.34,2.2241
ANTC00CHL,-37.338703,-71.53205,03-09-2023 03:00,14.85,15.3,2.2236
ANTC00CHL,-37.338703,-71.53205,03-09-2023 04:00,14.7,15.24,2.2223
ANTC00CHL,-37.338703,-71.53205,03-09-2023 05:00,14.7,15.2,2.2225
ANTC00CHL,-37.338703,-71.53205,03-09-2023 06:00,14.72,15.07,2.2224
ANTC00CHL,-37.338703,-71.53205,03-09-2023 07:00,14.05,14.82,2.2171
ANTC00CHL,-37.338703,-71.53205,03-09-2023 08:00,14.26,14.34,2.2187
ANTC00CHL,-37.338703,-71.53205,03-09-2023 09:00,13.31,13.7,2.2128
ANTC00CHL,-37.338703,-71.53205,03-09-2023 10:00,11.38,12.65,2.2037
ANTC00CHL,-37.338703,-71.53205,03-09-2023 11:00,10.07,10.61,2.1951
ANTC00CHL,-37.338703,-71.53205,03-09-2023 12:00,8.47,8.47,2.1847
ANTC00CHL,-37.338703,-71.53205,03-09-2023 13:00,7.4,7.52,2.1781
ANTC00CHL,-37.338703,-71.53205,03-09-2023 14:00,7.41,7.43,2.1796
ANTC00CHL,-37.338703,-71.53205,03-09-2023 15:00,9.21,7.53,2.1918
ANTC00CHL,-37.338703,-71.53205,03-09-2023 16:00,8.69,7.47,2.1882
ANTC00CHL,-37.338703,-71.53205,03-09-2023 17:00,8.52,7.59,2.1877
ANTC00CHL,-37.338703,-71.53205,03-09-2023 18:00,9.18,7.57,2.1917
ANTC00CHL,-37.338703,-71.53205,03-09-2023 19:00,9.7,7.65,2.1951
ANTC00CHL,-37.338703,-71.53205,03-09-2023 20:00,9.53,7.72,2.1955
ANTC00CHL,-37.338703,-71.53205,03-09-2023 21:00,8.58,7.96,2.1905
AREG00PER,-16.465424,-71.492905,01-09-2023 00:00,10.33,11.96,1.8078
AREG00PER,-16.465424,-71.492905,01-09-2023 01:00,10.51,12.23,1.8094
AREG00PER,-16.465424,-71.492905,01-09-2023 02:00,9.91,12.48,1.8064
AREG00PER,-16.465424,-71.492905,01-09-2023 03:00,10.65,12.47,1.8116
AREG00PER,-16.465424,-71.492905,01-09-2023 04:00,11.75,12.14,1.8198
AREG00PER,-16.465424,-71.492905,01-09-2023 05:00,11.17,11.7,1.8154
AREG00PER,-16.465424,-71.492905,01-09-2023 06:00,10.86,11.23,1.8125
AREG00PER,-16.465424,-71.492905,01-09-2023 07:00,10.55,10.88,1.8101
AREG00PER,-16.465424,-71.492905,01-09-2023 08:00,9.51,10.64,1.8028
AREG00PER,-16.465424,-71.492905,01-09-2023 09:00,8.55,10.44,1.7967
AREG00PER,-16.465424,-71.492905,01-09-2023 10:00,7.91,9.58,1.7934
AREG00PER,-16.465424,-71.492905,01-09-2023 11:00,7.63,9.43,1.7916
AREG00PER,-16.465424,-71.492905,01-09-2023 12:00,8.06,9.42,1.7951
AREG00PER,-16.465424,-71.492905,01-09-2023 13:00,9.17,9.72,1.8006
AREG00PER,-16.465424,-71.492905,01-09-2023 14:00,8.16,9.56,1.7954
AREG00PER,-16.465424,-71.492905,01-09-2023 15:00,6.57,9.53,1.7849
AREG00PER,-16.465424,-71.492905,01-09-2023 16:00,6.2,9.44,1.7816
AREG00PER,-16.465424,-71.492905,01-09-2023 17:00,7.34,9.16,1.7887
AREG00PER,-16.465424,-71.492905,01-09-2023 18:00,7.34,9.06,1.7871
AREG00PER,-16.465424,-71.492905,01-09-2023 19:00,8.35,9.39,1.7936
AREG00PER,-16.465424,-71.492905,01-09-2023 20:00,8.01,9.8,1.7914
AREG00PER,-16.465424,-71.492905,01-09-2023 21:00,7.78,10.13,1.7909
AREG00PER,-16.465424,-71.492905,01-09-2023 22:00,8.96,10.33,1.798
AREG00PER,-16.465424,-71.492905,01-09-2023 23:00,10.11,10.52,1.8076
AREG00PER,-16.465424,-71.492905,02-09-2023 00:00,12.17,10.17,1.8214
AREG00PER,-16.465424,-71.492905,02-09-2023 01:00,10.67,9.65,1.8129
AREG00PER,-16.465424,-71.492905,02-09-2023 02:00,9.73,9.12,1.8075
AREG00PER,-16.465424,-71.492905,02-09-2023 03:00,9.57,8.73,1.8068
AREG00PER,-16.465424,-71.492905,02-09-2023 04:00,9.28,8.36,1.8052
AREG00PER,-16.465424,-71.492905,02-09-2023 05:00,8.49,7.98,1.7989
AREG00PER,-16.465424,-71.492905,02-09-2023 06:00,8.21,7.7,1.7962
AREG00PER,-16.465424,-71.492905,02-09-2023 07:00,7.95,7.54,1.7938
AREG00PER,-16.465424,-71.492905,02-09-2023 08:00,6.99,7.48,1.7871
AREG00PER,-16.465424,-71.492905,02-09-2023 09:00,6.68,7.5,1.7847
AREG00PER,-16.465424,-71.492905,02-09-2023 10:00,6.15,7.0,1.7822
AREG00PER,-16.465424,-71.492905,02-09-2023 11:00,5.22,7.07,1.7776
AREG00PER,-16.465424,-71.492905,02-09-2023 12:00,5.84,7.06,1.7816
AREG00PER,-16.465424,-71.492905,02-09-2023 13:00,6.8,6.66,1.7867
AREG00PER,-16.465424,-71.492905,02-09-2023 14:00,4.96,6.36,1.7745
AREG00PER,-16.465424,-71.492905,02-09-2023 15:00,3.43,6.27,1.7637
AREG00PER,-16.465424,-71.492905,02-09-2023 16:00,3.77,6.3,1.7658
AREG00PER,-16.465424,-71.492905,02-09-2023 17:00,4.76,6.36,1.771
AREG00PER,-16.465424,-71.492905,02-09-2023 18:00,4.77,6.3,1.7704
AREG00PER,-16.465424,-71.492905,02-09-2023 19:00,6.1,6.4,1.7785
AREG00PER,-16.465424,-71.492905,02-09-2023 20:00,6.53,6.72,1.7813
AREG00PER,-16.465424,-71.492905,02-09-2023 21:00,7.02,7.13,1.785
AREG00PER,-16.465424,-71.492905,02-09-2023 22:00,7.99,8.42,1.7922
AREG00PER,-16.465424,-71.492905,02-09-2023 23:00,8.34,9.08,1.7953
AREG00PER,-16.465424,-71.492905,03-09-2023 00:00,9.98,9.61,1.808
AREG00PER,-16.465424,-71.492905,03-09-2023 01:00,9.51,9.98,1.8067
AREG00PER,-16.465424,-71.492905,03-09-2023 02:00,9.62,9.97,1.8078
AREG00PER,-16.465424,-71.492905,03-09-2023 03:00,9.65,9.9,1.8085
AREG00PER,-16.465424,-71.492905,03-09-2023 04:00,9.54,9.71,1.8078
AREG00PER,-16.465424,-71.492905,03-09-2023 05:00,8.77,9.54,1.8016
AREG00PER,-16.465424,-71.492905,03-09-2023 06:00,8.28,9.39,1.7964
AREG00PER,-16.465424,-71.492905,03-09-2023 07:00,7.32,9.05,1.789
AREG00PER,-16.465424,-71.492905,03-09-2023 08:00,6.06,8.5,1.7802
AREG00PER,-16.465424,-71.492905,03-09-2023 09:00,4.86,7.93,1.7721
AREG00PER,-16.465424,-71.492905,03-09-2023 10:00,4.98,7.42,1.7737
AREG00PER,-16.465424,-71.492905,03-09-2023 11:00,4.89,7.28,1.7745
AREG00PER,-16.465424,-71.492905,03-09-2023 12:00,5.36,7.19,1.7787
AREG00PER,-16.465424,-71.492905,03-09-2023 13:00,6.43,6.81,1.7856
AREG00PER,-16.465424,-71.492905,03-09-2023 14:00,5.94,6.75,1.7831
AREG00PER,-16.465424,-71.492905,03-09-2023 15:00,5.26,6.71,1.7789
AREG00PER,-16.465424,-71.492905,03-09-2023 16:00,5.63,6.6,1.7808
AREG00PER,-16.465424,-71.492905,03-09-2023 17:00,6.64,6.37,1.7864
AREG00PER,-16.465424,-71.492905,03-09-2023 18:00,6.23,6.11,1.7826
AREG00PER,-16.465424,-71.492905,03-09-2023 19:00,6.28,6.03,1.7824
AREG00PER,-16.465424,-71.492905,03-09-2023 20:00,6.34,6.16,1.7828
AREQ00PER,-16.46567,-71.4932,01-09-2023 00:00,10.4,11.96,1.8083
AREQ00PER,-16.46567,-71.4932,01-09-2023 01:00,11.02,12.23,1.8127
AREQ00PER,-16.46567,-71.4932,01-09-2023 02:00,12.1,12.48,1.8205
AREQ00PER,-16.46567,-71.4932,01-09-2023 03:00,12.11,12.47,1.8212
AREQ00PER,-16.46567,-71.4932,01-09-2023 04:00,12.23,12.14,1.8229
AREQ00PER,-16.46567,-71.4932,01-09-2023 05:00,11.55,11.7,1.8181
AREQ00PER,-16.46567,-71.4932,01-09-2023 06:00,11.55,11.23,1.8172
AREQ00PER,-16.46567,-71.4932,01-09-2023 07:00,11.05,10.88,1.8136
AREQ00PER,-16.46567,-71.4932,01-09-2023 08:00,10.35,10.64,1.8082
AREQ00PER,-16.46567,-71.4932,01-09-2023 09:00,8.94,10.45,1.7994
AREQ00PER,-16.46567,-71.4932,01-09-2023 10:00,8.26,9.58,1.7959
AREQ00PER,-16.46567,-71.4932,01-09-2023 11:00,8.21,9.43,1.7956
AREQ00PER,-16.46567,-71.4932,01-09-2023 12:00,8.48,9.42,1.7978
AREQ00PER,-16.46567,-71.4932,01-09-2023 13:00,9.56,9.72,1.8031
AREQ00PER,-16.46567,-71.4932,01-09-2023 14:00,8.23,9.56,1.7959
AREQ00PER,-16.46567,-71.4932,01-09-2023 15:00,7.02,9.53,1.7878
AREQ00PER,-16.46567,-71.4932,01-09-2023 16:00,6.39,9.44,1.783
AREQ00PER,-16.46567,-71.4932,01-09-2023 17:00,7.52,9.16,1.7898
AREQ00PER,-16.46567,-71.4932,01-09-2023 18:00,7.95,9.07,1.791
AREQ00PER,-16.46567,-71.4932,01-09-2023 19:00,8.69,9.39,1.796
AREQ00PER,-16.46567,-71.4932,01-09-2023 20:00,8.57,9.8,1.795
AREQ00PER,-16.46567,-71.4932,01-09-2023 21:00,8.12,10.14,1.7933
AREQ00PER,-16.46567,-71.4932,01-09-2023 22:00,9.44,10.34,1.8013
AREQ00PER,-16.46567,-71.4932,01-09-2023 23:00,10.89,10.52,1.8126
AREQ00PER,-16.46567,-71.4932,02-09-2023 00:00,12.5,10.17,1.8238
AREQ00PER,-16.46567,-71.4932,02-09-2023 01:00,10.85,9.65,1.8143
AREQ00PER,-16.46567,-71.4932,02-09-2023 02:00,10.3,9.12,1.8112
AREQ00PER,-16.46567,-71.4932,02-09-2023 03:00,10.04,8.73,1.8098
AREQ00PER,-16.46567,-71.4932,02-09-2023 04:00,9.23,8.36,1.8051
AREQ00PER,-16.46567,-71.4932,02-09-2023 05:00,8.62,7.98,1.8
AREQ00PER,-16.46567,-71.4932,02-09-2023 06:00,8.56,7.7,1.7984
AREQ00PER,-16.46567,-71.4932,02-09-2023 07:00,7.52,7.55,1.791
AREQ00PER,-16.46567,-71.4932,02-09-2023 08:00,7.2,7.49,1.7885
AREQ00PER,-16.46567,-71.4932,02-09-2023 09:00,6.74,7.5,1.7853
AREQ00PER,-16.46567,-71.4932,02-09-2023 10:00,6.37,7.0,1.7839
AREQ00PER,-16.46567,-71.4932,02-09-2023 11:00,5.59,7.07,1.7802
AREQ00PER,-16.46567,-71.4932,02-09-2023 12:00,6.05,7.07,1.7832
AREQ00PER,-16.46567,-71.4932,02-09-2023 13:00,6.97,6.66,1.7878
AREQ00PER,-16.46567,-71.4932,02-09-2023 14:00,5.14,6.36,1.7757
AREQ00PER,-16.46567,-71.4932,02-09-2023 15:00,3.97,6.27,1.7674
AREQ00PER,-16.46567,-71.4932,02-09-2023 16:00,4.03,6.3,1.7675
AREQ00PER,-16.46567,-71.4932,02-09-2023 17:00,4.63,6.36,1.7704
AREQ00PER,-16.46567,-71.4932,02-09-2023 18:00,5.33,6.3,1.774
AREQ00PER,-16.46567,-71.4932,02-09-2023 19:00,6.22,6.4,1.7793
AREQ00PER,-16.46567,-71.4932,02-09-2023 20:00,6.94,6.72,1.7842
AREQ00PER,-16.46567,-71.4932,02-09-2023 21:00,7.19,7.13,1.7863
AREQ00PER,-16.46567,-71.4932,02-09-2023 22:00,8.03,8.42,1.7927
AREQ00PER,-16.46567,-71.4932,02-09-2023 23:00,8.69,9.08,1.7978
AREQ00PER,-16.46567,-71.4932,03-09-2023 00:00,10.49,9.62,1.8115
AREQ00PER,-16.46567,-71.4932,03-09-2023 01:00,9.89,9.98,1.8092
AREQ00PER,-16.46567,-71.4932,03-09-2023 02:00,10.24,9.98,1.8121
AREQ00PER,-16.46567,-71.4932,03-09-2023 03:00,10.22,9.91,1.8125
AREQ00PER,-16.46567,-71.4932,03-09-2023 04:00,9.77,9.71,1.8093
AREQ00PER,-16.46567,-71.4932,03-09-2023 05:00,9.16,9.55,1.8041
AREQ00PER,-16.46567,-71.4932,03-09-2023 06:00,8.68,9.39,1.799
AREQ00PER,-16.46567,-71.4932,03-09-2023 07:00,7.06,9.06,1.7873
AREQ00PER,-16.46567,-71.4932,03-09-2023 08:00,6.19,8.5,1.781
AREQ00PER,-16.46567,-71.4932,03-09-2023 09:00,5.18,7.93,1.7744
AREQ00PER,-16.46567,-71.4932,03-09-2023 10:00,5.54,7.43,1.7773
AREQ00PER,-16.46567,-71.4932,03-09-2023 11:00,5.77,7.29,1.7802
AREQ00PER,-16.46567,-71.4932,03-09-2023 12:00,6.1,7.19,1.7835
AREQ00PER,-16.46567,-71.4932,03-09-2023 13:00,6.87,6.81,1.7887
AREQ00PER,-16.46567,-71.4932,03-09-2023 14:00,5.51,6.75,1.7806
AREQ00PER,-16.46567,-71.4932,03-09-2023 15:00,5.7,6.71,1.782
AREQ00PER,-16.46567,-71.4932,03-09-2023 16:00,5.93,6.6,1.7827
AREQ00PER,-16.46567,-71.4932,03-09-2023 17:00,6.5,6.37,1.7857
AREQ00PER,-16.46567,-71.4932,03-09-2023 18:00,6.83,6.12,1.7864
AREQ00PER,-16.46567,-71.4932,03-09-2023 19:00,6.73,6.03,1.7855
AREQ00PER,-16.46567,-71.4932,03-09-2023 20:00,6.98,6.16,1.7869
ASCG00SHN,-7.916282,-14.332664,01-09-2023 00:00,34.31,32.26,2.5275
ASCG00SHN,-7.916282,-14.332664,01-09-2023 01:00,32.25,32.42,2.5139
ASCG00SHN,-7.916282,-14.332664,01-09-2023 02:00,32.22,32.37,2.512
ASCG00SHN,-7.916282,-14.332664,01-09-2023 03:00,31.69,32.04,2.5079
ASCG00SHN,-7.916282,-14.332664,01-09-2023 04:00,32.79,31.8,2.5135
ASCG00SHN,-7.916282,-14.332664,01-09-2023 05:00,32.82,31.93,2.5132
ASCG00SHN,-7.916282,-14.332664,01-09-2023 06:00,32.13,31.9,2.5103
ASCG00SHN,-7.916282,-14.332664,01-09-2023 07:00,30.23,31.82,2.4985
ASCG00SHN,-7.916282,-14.332664,01-09-2023 08:00,29.48,31.96,2.4961
ASCG00SHN,-7.916282,-14.332664,01-09-2023 09:00,29.33,32.13,2.4963
ASCG00SHN,-7.916282,-14.332664,01-09-2023 10:00,28.52,31.42,2.4923
ASCG00SHN,-7.916282,-14.332664,01-09-2023 11:00,26.46,31.2,2.4807
ASCG00SHN,-7.916282,-14.332664,01-09-2023 12:00,25.34,30.64,2.4724
ASCG00SHN,-7.916282,-14.332664,01-09-2023 13:00,25.94,30.0,2.4742
ASCG00SHN,-7.916282,-14.332664,01-09-2023 14:00,26.05,29.54,2.473
ASCG00SHN,-7.916282,-14.332664,01-09-2023 15:00,27.22,29.28,2.4781
ASCG00SHN,-7.916282,-14.332664,01-09-2023 16:00,29.11,29.12,2.4892
ASCG00SHN,-7.916282,-14.332664,01-09-2023 17:00,27.58,29.04,2.4789
ASCG00SHN,-7.916282,-14.332664,01-09-2023 18:00,26.68,29.0,2.4741
ASCG00SHN,-7.916282,-14.332664,01-09-2023 19:00,24.63,29.21,2.4631
ASCG00SHN,-7.916282,-14.332664,01-09-2023 20:00,25.44,29.4,2.4693
ASCG00SHN,-7.916282,-14.332664,01-09-2023 21:00,26.2,29.53,2.4751
ASCG00SHN,-7.916282,-14.332664,01-09-2023 22:00,26.19,28.54,2.4765
ASCG00SHN,-7.916282,-14.332664,01-09-2023 23:00,27.3,28.6,2.4839
ASCG00SHN,-7.916282,-14.332664,02-09-2023 00:00,27.43,28.6,2.4842
ASCG00SHN,-7.916282,-14.332664,02-09-2023 01:00,26.18,28.87,2.4754
ASCG00SHN,-7.916282,-14.332664,02-09-2023 02:00,26.05,29.47,2.4731
ASCG00SHN,-7.916282,-14.332664,02-09-2023 03:00,27.1,30.26,2.479
ASCG00SHN,-7.916282,-14.332664,02-09-2023 04:00,28.28,31.01,2.4859
ASCG00SHN,-7.916282,-14.332664,02-09-2023 05:00,27.51,31.69,2.4818
ASCG00SHN,-7.916282,-14.332664,02-09-2023 06:00,27.12,32.22,2.4811
ASCG00SHN,-7.916282,-14.332664,02-09-2023 07:00,29.19,32.53,2.4949
ASCG00SHN,-7.916282,-14.332664,02-09-2023 08:00,29.52,32.67,2.4983
ASCG00SHN,-7.916282,-14.332664,02-09-2023 09:00,28.92,32.45,2.4959
ASCG00SHN,-7.916282,-14.332664,02-09-2023 10:00,26.96,30.59,2.4836
ASCG00SHN,-7.916282,-14.332664,02-09-2023 11:00,25.49,29.9,2.474
ASCG00SHN,-7.916282,-14.332664,02-09-2023 12:00,23.42,29.51,2.4599
